A,B,Pretty Formula,predicted_structure,probability,Parent formula,parent_structure,In DB?,Experimental CN,Predicted CN,Validation
V3+,Sb3-,VSb,"Sb3- V3+
1.0
2.02834 -3.513188 0.0
2.02834 3.513188 0.0
0.0 0.0 6.230711
Sb V
2 2
Cartesian
2.02834 1.171065008792 1.55767775 Sb3-
2.02834 -1.171065008792 4.6730332500000005 Sb3-
0.0 0.0 0.0 V3+
0.0 0.0 3.1153555 V3+
",0.008182156442282016,TiSb,"Sb3- Ti3+
1.0
2.02834 -3.513188 0.0
2.02834 3.513188 0.0
0.0 0.0 6.230711
Sb Ti
2 2
Cartesian
2.02834 1.171065008792 1.55767775 Sb3-
2.02834 -1.171065008792 4.6730332500000005 Sb3-
0.0 0.0 0.0 Ti3+
0.0 0.0 3.1153555 Ti3+
",Yes,6,6,Correct
V2+,Te2-,VTe,"Te2- V2+
1.0
1.835455 -3.179102 0.0
1.835455 3.179102 0.0
0.0 0.0 7.302053
Te V
2 2
Cartesian
1.835455 1.0597027860680002 1.82551325 Te2-
1.835455 -1.0597027860680002 5.47653975 Te2-
0.0 0.0 3.6510265 V2+
0.0 0.0 0.0 V2+
",0.008182156442282016,TiTe,"Te2- Ti2+
1.0
1.835455 -3.179102 0.0
1.835455 3.179102 0.0
0.0 0.0 7.302053
Te Ti
2 2
Cartesian
1.835455 1.0597027860680002 1.82551325 Te2-
1.835455 -1.0597027860680002 5.47653975 Te2-
0.0 0.0 3.6510265 Ti2+
0.0 0.0 0.0 Ti2+
",Yes,6,6,Correct
Cr4+,C4-,CrC,"C4- Cr4+
1.0
0.0 2.253085 2.253085
2.253085 0.0 2.253085
2.253085 2.253085 0.0
C Cr
1 1
Cartesian
2.253085 2.253085 2.253085 C4-
0.0 0.0 0.0 Cr4+
",0.007947946616649026,NbC,"C4- Nb4+
1.0
0.0 2.253085 2.253085
2.253085 0.0 2.253085
2.253085 2.253085 0.0
C Nb
1 1
Cartesian
2.253085 2.253085 2.253085 C4-
0.0 0.0 0.0 Nb4+
",Yes,6,6,Correct
Cr3+,N3-,CrN,"Cr3+ N3-
1.0
1.488096 -2.577458 0.0
1.488096 2.577458 0.0
0.0 0.0 2.898656
Cr N
1 1
Cartesian
1.488096 0.859154384972 0.0 Cr3+
0.0 0.0 1.449328 N3-
",0.007947946616649026,NbN,"N3- Nb3+
1.0
1.488096 -2.577458 0.0
1.488096 2.577458 0.0
0.0 0.0 2.898656
N Nb
1 1
Cartesian
0.0 0.0 1.449328 N3-
1.488096 0.859154384972 0.0 Nb3+
",Yes,4,6,Incorrect
Cr2+,O2-,CrO,"Cr2+ O2-
1.0
1.692988 -2.932341 0.0
1.692988 2.932341 0.0
0.0 0.0 5.745644
Cr O
2 2
Cartesian
0.0 0.0 2.872822 Cr2+
0.0 0.0 0.0 Cr2+
1.692988 0.9774489548940002 4.309233000000001 O2-
1.692988 -0.9774489548940002 1.436411 O2-
",0.008103711303712163,CrS,"Cr2+ S2-
1.0
1.692988 -2.932341 0.0
1.692988 2.932341 0.0
0.0 0.0 5.745644
Cr S
2 2
Cartesian
0.0 0.0 2.872822 Cr2+
0.0 0.0 0.0 Cr2+
1.692988 0.9774489548940002 4.309233000000001 S2-
1.692988 -0.9774489548940002 1.436411 S2-
",Yes,6,6,Correct
Cr4+,Si4-,CrSi,"Cr4+ Si4-
1.0
1.353478 -2.344292 0.0
1.353478 2.344292 0.0
0.0 0.0 2.621571
Cr Si
1 1
Cartesian
1.353478 -0.781432229528 0.0 Cr4+
0.0 0.0 1.3107855 Si4-
",0.006958174368657505,CrC,"C4- Cr4+
1.0
1.353478 -2.344292 0.0
1.353478 2.344292 0.0
0.0 0.0 2.621571
C Cr
1 1
Cartesian
0.0 0.0 1.3107855 C4-
1.353478 -0.781432229528 0.0 Cr4+
",Yes,7,6,Incorrect
Cr3+,P3-,CrP,"Cr3+ P3-
1.0
-1.678219 1.678219 5.718225
1.678219 -1.678219 5.718225
1.678219 1.678219 -5.718225
Cr P
2 2
Cartesian
-2.908007061819268e-19 2.908007061819268e-19 8.57645689335 Cr3+
1.678219 0.0 5.71734439335 Cr3+
1.2635579487607628e-17 -1.2635579487607628e-17 1.9149992431500003 P3-
-1.1102230246251565e-16 1.678219 4.77411174315 P3-
",0.007947946616649026,NbP,"Nb3+ P3-
1.0
-1.678219 1.678219 5.718225
1.678219 -1.678219 5.718225
1.678219 1.678219 -5.718225
Nb P
2 2
Cartesian
-2.908007061819268e-19 2.908007061819268e-19 8.57645689335 Nb3+
1.678219 0.0 5.71734439335 Nb3+
1.2635579487607628e-17 -1.2635579487607628e-17 1.9149992431500003 P3-
-1.1102230246251565e-16 1.678219 4.77411174315 P3-
",Yes,6,6,Correct
Cr2+,S2-,CrS,"Cr2+ S2-
1.0
0.0 2.225498 2.225498
2.225498 0.0 2.225498
2.225498 2.225498 0.0
Cr S
1 1
Cartesian
0.0 0.0 0.0 Cr2+
2.225498 2.225498 2.225498 S2-
",0.008026915217539591,CrO,"Cr2+ O2-
1.0
0.0 2.225498 2.225498
2.225498 0.0 2.225498
2.225498 2.225498 0.0
Cr O
1 1
Cartesian
0.0 0.0 0.0 Cr2+
2.225498 2.225498 2.225498 O2-
",Yes,6,6,Correct
Cr2+,Ge2-,CrGe,"Cr2+ Ge2-
1.0
4.896783 0.0 0.0
0.0 4.896783 0.0
0.0 0.0 4.896783
Cr Ge
4 4
Cartesian
1.8503229082950001 1.8503229082950001 1.8503229082950001 Cr2+
0.5980685917049999 3.046460091705 4.298714408295 Cr2+
3.046460091705 4.298714408295 0.5980685917049999 Cr2+
4.298714408295 0.5980685917049999 3.046460091705 Cr2+
0.422195733477 0.422195733477 0.422195733477 Ge2-
2.026195766523 4.474587266523 2.8705872334770004 Ge2-
4.474587266523 2.8705872334770004 2.026195766523 Ge2-
2.8705872334770004 2.026195766523 4.474587266523 Ge2-
",0.007432667774141969,GeRu,"Ge2- Ru2+
1.0
4.896783 0.0 0.0
0.0 4.896783 0.0
0.0 0.0 4.896783
Ge Ru
4 4
Cartesian
0.422195733477 0.422195733477 0.422195733477 Ge2-
2.026195766523 4.474587266523 2.8705872334770004 Ge2-
4.474587266523 2.8705872334770004 2.026195766523 Ge2-
2.8705872334770004 2.026195766523 4.474587266523 Ge2-
1.8503229082950001 1.8503229082950001 1.8503229082950001 Ru2+
0.5980685917049999 3.046460091705 4.298714408295 Ru2+
3.046460091705 4.298714408295 0.5980685917049999 Ru2+
4.298714408295 0.5980685917049999 3.046460091705 Ru2+
",Yes,7,7,Correct
Cr3+,As3-,CrAs,"As3- Cr3+
1.0
-1.742339 1.742339 5.880745
1.742339 -1.742339 5.880745
1.742339 1.742339 -5.880745
As Cr
2 2
Cartesian
-1.3269674827398603e-17 1.3269674827398603e-17 1.97189612893 As3-
1.1102230246251565e-16 1.7423389999999999 4.912268628930001 As3-
-1.0482958843027746e-16 1.0482958843027746e-16 8.81339020107 Cr3+
1.742339 0.0 5.873017701069999 Cr3+
",0.007947946616649026,NbAs,"As3- Nb3+
1.0
-1.742339 1.742339 5.880745
1.742339 -1.742339 5.880745
1.742339 1.742339 -5.880745
As Nb
2 2
Cartesian
-1.3269674827398603e-17 1.3269674827398603e-17 1.97189612893 As3-
1.1102230246251565e-16 1.7423389999999999 4.912268628930001 As3-
-1.0482958843027746e-16 1.0482958843027746e-16 8.81339020107 Nb3+
1.742339 0.0 5.873017701069999 Nb3+
",Yes,6,6,Correct
Cr2+,Se2-,CrSe,"Cr2+ Se2-
1.0
0.0 2.860465 2.860465
2.860465 0.0 2.860465
2.860465 2.860465 0.0
Cr Se
1 1
Cartesian
0.0 0.0 0.0 Cr2+
2.860465 2.860465 2.860465 Se2-
",0.007531203748318226,CrTe,"Cr2+ Te2-
1.0
0.0 2.860465 2.860465
2.860465 0.0 2.860465
2.860465 2.860465 0.0
Cr Te
1 1
Cartesian
0.0 0.0 0.0 Cr2+
2.860465 2.860465 2.860465 Te2-
",Yes,6,6,Correct
Cr3+,Sb3-,CrSb,"Cr3+ Sb3-
1.0
3.567259 0.0 0.0
0.0 5.688791 0.0
0.0 0.0 6.286673
Cr Sb
4 4
Cartesian
0.89181475 2.8542029756839997 4.5056648257730005 Cr3+
2.67544425 2.834588024316 1.7810081742270003 Cr3+
0.89181475 0.009807475684 4.924344674227 Cr3+
2.67544425 5.678983524316 1.3623283257730001 Cr3+
0.89181475 4.0672068142410005 0.501940545666 Sb3-
2.67544425 1.621584185759 5.784732454334001 Sb3-
0.89181475 1.222811314241 2.641395954334 Sb3-
2.67544425 4.465979685759 3.645277045666 Sb3-
",0.007524714366607977,CrAs,"As3- Cr3+
1.0
3.567259 0.0 0.0
0.0 5.688791 0.0
0.0 0.0 6.286673
As Cr
4 4
Cartesian
0.89181475 4.0672068142410005 0.501940545666 As3-
2.67544425 1.621584185759 5.784732454334001 As3-
0.89181475 1.222811314241 2.641395954334 As3-
2.67544425 4.465979685759 3.645277045666 As3-
0.89181475 2.8542029756839997 4.5056648257730005 Cr3+
2.67544425 2.834588024316 1.7810081742270003 Cr3+
0.89181475 0.009807475684 4.924344674227 Cr3+
2.67544425 5.678983524316 1.3623283257730001 Cr3+
",Yes,6,6,Correct
Cr2+,Te2-,CrTe,"Cr2+ Te2-
1.0
1.888274 -3.270586 0.0
1.888274 3.270586 0.0
0.0 0.0 6.136055
Cr Te
2 2
Cartesian
0.0 0.0 0.0 Cr2+
0.0 0.0 3.0680275 Cr2+
1.888274 1.090197513724 1.53401375 Te2-
1.888274 -1.0901975137240003 4.60204125 Te2-
",0.007427305243218227,CrSe,"Cr2+ Se2-
1.0
1.888274 -3.270586 0.0
1.888274 3.270586 0.0
0.0 0.0 6.136055
Cr Se
2 2
Cartesian
0.0 0.0 0.0 Cr2+
0.0 0.0 3.0680275 Cr2+
1.888274 1.090197513724 1.53401375 Se2-
1.888274 -1.0901975137240003 4.60204125 Se2-
",Yes,6,6,Correct
Mn3+,N3-,MnN,"Mn3+ N3-
1.0
1.372057 -2.376472 0.0
1.372057 2.376472 0.0
0.0 0.0 2.650884
Mn N
1 1
Cartesian
0.0 0.0 0.0 Mn3+
1.372057 -0.7921589176480001 1.325442 N3-
",0.00759994457961928,VN,"N3- V3+
1.0
1.372057 -2.376472 0.0
1.372057 2.376472 0.0
0.0 0.0 2.650884
N V
1 1
Cartesian
1.372057 -0.7921589176480001 1.325442 N3-
0.0 0.0 0.0 V3+
",Yes,4,6,Incorrect
Mn2+,O2-,MnO,"Mn2+ O2-
1.0
1.049186 2.967548 1.817245
-4.17034 -2.948875 3.588751
3.14756 0.0 1.817245
Mn O
2 2
Cartesian
0.0 0.0 0.0 Mn2+
0.013202999999999632 0.009336499999999859 3.6116205 Mn2+
2.104962015386 1.4884334220479998 3.623073239494 O2-
-2.0785560153860003 -1.469760422048 3.600167760506 O2-
",0.008103711303712163,MnS,"Mn2+ S2-
1.0
1.049186 2.967548 1.817245
-4.17034 -2.948875 3.588751
3.14756 0.0 1.817245
Mn S
2 2
Cartesian
0.0 0.0 0.0 Mn2+
0.013202999999999632 0.009336499999999859 3.6116205 Mn2+
2.104962015386 1.4884334220479998 3.623073239494 S2-
-2.0785560153860003 -1.469760422048 3.600167760506 S2-
",Yes,6,6,Correct
Mn4+,Si4-,MnSi,"Mn4+ Si4-
1.0
3.641735 0.0 0.0
0.0 5.010799 0.0
0.0 0.0 6.544556
Mn Si
4 4
Cartesian
0.91043375 1.863711569261 4.421102815684 Mn4+
2.73130125 3.1470874307389995 2.123453184316 Mn4+
2.73130125 4.369111069261 5.395731184316 Mn4+
0.91043375 0.641687930739 1.148824815684 Mn4+
0.91043375 4.2804900781469994 3.565552643472 Si4-
2.73130125 0.7303089218529999 2.979003356528 Si4-
2.73130125 1.7750905781469997 6.2512813565280005 Si4-
0.91043375 3.2357084218529995 0.293274643472 Si4-
",0.007163097087569299,TiSi,"Si4- Ti4+
1.0
3.641735 0.0 0.0
0.0 5.010799 0.0
0.0 0.0 6.544556
Si Ti
4 4
Cartesian
0.91043375 4.2804900781469994 3.565552643472 Si4-
2.73130125 0.7303089218529999 2.979003356528 Si4-
2.73130125 1.7750905781469997 6.2512813565280005 Si4-
0.91043375 3.2357084218529995 0.293274643472 Si4-
0.91043375 1.863711569261 4.421102815684 Ti4+
2.73130125 3.1470874307389995 2.123453184316 Ti4+
2.73130125 4.369111069261 5.395731184316 Ti4+
0.91043375 0.641687930739 1.148824815684 Ti4+
",Yes,7,7,Correct
Mn3+,P3-,MnP,"Mn3+ P3-
1.0
1.57506 -2.728084 0.0
1.57506 2.728084 0.0
0.0 0.0 6.238218
Mn P
2 2
Cartesian
0.0 0.0 0.0 Mn3+
0.0 0.0 3.119109 Mn3+
1.57506 0.9093631520559999 1.5595545 P3-
1.57506 -0.909363152056 4.6786635 P3-
",0.00759994457961928,VP,"P3- V3+
1.0
1.57506 -2.728084 0.0
1.57506 2.728084 0.0
0.0 0.0 6.238218
P V
2 2
Cartesian
1.57506 0.9093631520559999 1.5595545 P3-
1.57506 -0.909363152056 4.6786635 P3-
0.0 0.0 0.0 V3+
0.0 0.0 3.119109 V3+
",Yes,6,6,Correct
Mn2+,S2-,MnS,"Mn2+ S2-
1.0
2.768974 5e-05 1.598707
0.923025 2.610708 1.59873
-0.878246 -2.578988 4.71854
Mn S
2 2
Cartesian
0.0 0.0 0.0 Mn2+
0.022389500000000007 0.015859999999999985 3.158635 Mn2+
1.8571915258050005 1.3133090316700002 3.178040718563 S2-
0.9565614741950001 -1.2815390316699997 4.737936281436999 S2-
",0.008026915217539591,MnO,"Mn2+ O2-
1.0
2.768974 5e-05 1.598707
0.923025 2.610708 1.59873
-0.878246 -2.578988 4.71854
Mn O
2 2
Cartesian
0.0 0.0 0.0 Mn2+
0.022389500000000007 0.015859999999999985 3.158635 Mn2+
1.8571915258050005 1.3133090316700002 3.178040718563 O2-
0.9565614741950001 -1.2815390316699997 4.737936281436999 O2-
",Yes,6,6,Correct
Mn2+,Ge2-,MnGe,"Ge2- Mn2+
1.0
4.221466 0.0 0.0
0.0 5.862998 0.0
0.0 0.0 7.260025
Ge Mn
4 4
Cartesian
1.0553665 1.4924554558899998 3.0218547258 Ge2-
1.0553665 4.42395445589 0.6081577742 Ge2-
3.1660995000000005 4.37054254411 4.2381702742 Ge2-
3.1660995000000005 1.43904354411 6.6518672258 Ge2-
1.0553665 0.013819086286000001 5.408696844925 Mn2+
1.0553665 2.9453180862860004 5.481340655075 Mn2+
3.1660995000000005 5.849178913714 1.8513281550749998 Mn2+
3.1660995000000005 2.917679913714 1.7786843449249998 Mn2+
",0.006463211897475149,MnTe,"Mn2+ Te2-
1.0
4.221466 0.0 0.0
0.0 5.862998 0.0
0.0 0.0 7.260025
Mn Te
4 4
Cartesian
1.0553665 0.013819086286000001 5.408696844925 Mn2+
1.0553665 2.9453180862860004 5.481340655075 Mn2+
3.1660995000000005 5.849178913714 1.8513281550749998 Mn2+
3.1660995000000005 2.917679913714 1.7786843449249998 Mn2+
1.0553665 1.4924554558899998 3.0218547258 Te2-
1.0553665 4.42395445589 0.6081577742 Te2-
3.1660995000000005 4.37054254411 4.2381702742 Te2-
3.1660995000000005 1.43904354411 6.6518672258 Te2-
",Yes,7,6,Incorrect
Mn3+,As3-,MnAs,"As3- Mn3+
1.0
2.050265 -3.551164 0.0
2.050265 3.551164 0.0
0.0 0.0 5.612143
As Mn
2 2
Cartesian
2.050265 1.183723700776 1.40303575 As3-
2.050265 -1.1837237007760002 4.20910725 As3-
0.0 0.0 2.8060715 Mn3+
0.0 0.0 0.0 Mn3+
",0.007923188269418683,MnSb,"Mn3+ Sb3-
1.0
2.050265 -3.551164 0.0
2.050265 3.551164 0.0
0.0 0.0 5.612143
Mn Sb
2 2
Cartesian
0.0 0.0 2.8060715 Mn3+
0.0 0.0 0.0 Mn3+
2.050265 1.183723700776 1.40303575 Sb3-
2.050265 -1.1837237007760002 4.20910725 Sb3-
",Yes,6,6,Correct
Mn2+,Se2-,MnSe,"Mn2+ Se2-
1.0
3.62903 0.0 0.0
0.0 3.62903 0.0
0.0 0.0 6.572222
Mn Se
2 2
Cartesian
1.814515 1.814515 0.0 Mn2+
0.0 0.0 0.0 Mn2+
0.0 1.814515 4.847854969416 Se2-
1.814515 0.0 1.724367030584 Se2-
",0.00759994457961928,VSe,"Se2- V2+
1.0
3.62903 0.0 0.0
0.0 3.62903 0.0
0.0 0.0 6.572222
Se V
2 2
Cartesian
0.0 1.814515 4.847854969416 Se2-
1.814515 0.0 1.724367030584 Se2-
1.814515 1.814515 0.0 V2+
0.0 0.0 0.0 V2+
",Yes,4,4,Correct
Mn3+,Sb3-,MnSb,"Mn3+ Sb3-
1.0
2.070029 -3.585395 0.0
2.070029 3.585395 0.0
0.0 0.0 5.590919
Mn Sb
2 2
Cartesian
0.0 0.0 0.0 Mn3+
0.0 0.0 2.7954595 Mn3+
2.070029 1.1951340569300002 1.39772975 Sb3-
2.070029 -1.19513405693 4.1931892500000005 Sb3-
",0.00759994457961928,VSb,"Sb3- V3+
1.0
2.070029 -3.585395 0.0
2.070029 3.585395 0.0
0.0 0.0 5.590919
Sb V
2 2
Cartesian
2.070029 1.1951340569300002 1.39772975 Sb3-
2.070029 -1.19513405693 4.1931892500000005 Sb3-
0.0 0.0 0.0 V3+
0.0 0.0 2.7954595 V3+
",Yes,6,6,Correct
Mn2+,Te2-,MnTe,"Mn2+ Te2-
1.0
2.057967 -3.564503 0.0
2.057967 3.564503 0.0
0.0 0.0 6.049173
Mn Te
2 2
Cartesian
0.0 0.0 0.0 Mn2+
0.0 0.0 3.0245865 Mn2+
2.057967 1.1881700430020001 1.51229325 Te2-
2.057967 -1.1881700430020004 4.53687975 Te2-
",0.00759994457961928,VTe,"Te2- V2+
1.0
2.057967 -3.564503 0.0
2.057967 3.564503 0.0
0.0 0.0 6.049173
Te V
2 2
Cartesian
2.057967 1.1881700430020001 1.51229325 Te2-
2.057967 -1.1881700430020004 4.53687975 Te2-
0.0 0.0 0.0 V2+
0.0 0.0 3.0245865 V2+
",Yes,6,6,Correct
Fe1+,H1-,FeH,"Fe1+ H1-
1.0
0.0 1.856107 1.856107
1.856107 0.0 1.856107
1.856107 1.856107 0.0
Fe H
1 1
Cartesian
0.0 0.0 0.0 Fe1+
1.856107 1.856107 1.856107 H1-
",0.007079826027864595,NiH,"H1- Ni1+
1.0
0.0 1.856107 1.856107
1.856107 0.0 1.856107
1.856107 1.856107 0.0
H Ni
1 1
Cartesian
1.856107 1.856107 1.856107 H1-
0.0 0.0 0.0 Ni1+
",Yes,6,6,Correct
Fe3+,N3-,FeN,"Fe3+ N3-
1.0
0.0 2.128238 2.128238
2.128238 0.0 2.128238
2.128238 2.128238 0.0
Fe N
1 1
Cartesian
0.0 0.0 0.0 Fe3+
1.064119 1.064119 1.064119 N3-
",0.008912765411149907,CoN,"Co3+ N3-
1.0
0.0 2.128238 2.128238
2.128238 0.0 2.128238
2.128238 2.128238 0.0
Co N
1 1
Cartesian
0.0 0.0 0.0 Co3+
1.064119 1.064119 1.064119 N3-
",Yes,4,4,Correct
Fe2+,O2-,FeO,"Fe2+ O2-
1.0
-3.753675 -2.655257 -0.006337
1.87449 -2.659759 -3.24849
-0.931417 -2.653581 4.871099
Fe O
4 4
Cartesian
1.8736685595059999 -2.6597444733970006 -3.2470499851040002 Fe2+
-0.9366211967979998 -2.656348473505 1.6227977607159998 Fe2+
-0.940447742186 -2.6574934620930004 -1.625980026236 Fe2+
-1.8762446784979996 -5.313832544054001 -0.004610890053999898 Fe2+
-3.7476373800269993 -4.645472619947 3.240595568063 O2-
0.0018633876370000037 -1.992463492412 -0.0025189175889998557 O2-
-0.9336721964149999 -4.647816569124 1.6195042423730004 O2-
-0.9378238174960001 -4.649896989322 -1.6298236422340002 O2-
",0.008912765411149907,CoO,"Co2+ O2-
1.0
-3.753675 -2.655257 -0.006337
1.87449 -2.659759 -3.24849
-0.931417 -2.653581 4.871099
Co O
4 4
Cartesian
1.8736685595059999 -2.6597444733970006 -3.2470499851040002 Co2+
-0.9366211967979998 -2.656348473505 1.6227977607159998 Co2+
-0.940447742186 -2.6574934620930004 -1.625980026236 Co2+
-1.8762446784979996 -5.313832544054001 -0.004610890053999898 Co2+
-3.7476373800269993 -4.645472619947 3.240595568063 O2-
0.0018633876370000037 -1.992463492412 -0.0025189175889998557 O2-
-0.9336721964149999 -4.647816569124 1.6195042423730004 O2-
-0.9378238174960001 -4.649896989322 -1.6298236422340002 O2-
",Yes,6,4,Incorrect
Fe3+,P3-,FeP,"Fe3+ P3-
1.0
3.269058 0.0 0.0
0.0 5.072209 0.0
0.0 0.0 5.555129
Fe P
4 4
Cartesian
0.8172645 2.542424472414 3.868841816405 Fe3+
2.4517935 2.529784527586 1.6862871835950002 Fe3+
0.8172645 0.006319972413999999 4.463851683595 Fe3+
2.4517935 5.0658890275860005 1.091277316405 Fe3+
0.8172645 3.50499786318 0.454181791911 P3-
2.4517935 1.56721113682 5.100947208089 P3-
0.8172645 0.96889336318 2.323382708089 P3-
2.4517935 4.103315636820001 3.231746291911 P3-
",0.008912765411149907,CoP,"Co3+ P3-
1.0
3.269058 0.0 0.0
0.0 5.072209 0.0
0.0 0.0 5.555129
Co P
4 4
Cartesian
0.8172645 2.542424472414 3.868841816405 Co3+
2.4517935 2.529784527586 1.6862871835950002 Co3+
0.8172645 0.006319972413999999 4.463851683595 Co3+
2.4517935 5.0658890275860005 1.091277316405 Co3+
0.8172645 3.50499786318 0.454181791911 P3-
2.4517935 1.56721113682 5.100947208089 P3-
0.8172645 0.96889336318 2.323382708089 P3-
2.4517935 4.103315636820001 3.231746291911 P3-
",Yes,6,6,Correct
Fe2+,S2-,FeS,"Fe2+ S2-
1.0
1.673315 -2.898266 0.0
1.673315 2.898266 0.0
0.0 0.0 5.138776
Fe S
2 2
Cartesian
0.0 0.0 0.0 Fe2+
0.0 0.0 2.569388 Fe2+
1.673315 0.9660905988440001 1.284694 S2-
1.673315 -0.9660905988440001 3.854082 S2-
",0.008912765411149907,CoS,"Co2+ S2-
1.0
1.673315 -2.898266 0.0
1.673315 2.898266 0.0
0.0 0.0 5.138776
Co S
2 2
Cartesian
0.0 0.0 0.0 Co2+
0.0 0.0 2.569388 Co2+
1.673315 0.9660905988440001 1.284694 S2-
1.673315 -0.9660905988440001 3.854082 S2-
",Yes,4,6,Incorrect
Fe2+,Ge2-,FeGe,"Fe2+ Ge2-
1.0
1.878789 5.862641 0.0
-1.878789 5.862641 0.0
0.0 0.825213 4.858156
Fe Ge
4 4
Cartesian
0.0 0.0 0.0 Fe2+
0.0 0.4126065 2.429078 Fe2+
2.35306934541768e-17 2.8655998451289997 3.274159094356 Fe2+
-7.904184468543463e-17 9.684895154870999 1.583996905644 Fe2+
1.290163838874037e-18 2.2970175396259997 0.879559427488 Ge2-
-6.016559614607786e-17 10.253477460374 3.978596572512 Ge2-
1.565861739294405e-17 5.274199542424 1.3712728288720002 Ge2-
-1.565861739294405e-17 7.2762954575759995 3.486883171128 Ge2-
",0.008912765411149907,CoGe,"Co2+ Ge2-
1.0
1.878789 5.862641 0.0
-1.878789 5.862641 0.0
0.0 0.825213 4.858156
Co Ge
4 4
Cartesian
0.0 0.0 0.0 Co2+
0.0 0.4126065 2.429078 Co2+
2.35306934541768e-17 2.8655998451289997 3.274159094356 Co2+
-7.904184468543463e-17 9.684895154870999 1.583996905644 Co2+
1.290163838874037e-18 2.2970175396259997 0.879559427488 Ge2-
-6.016559614607786e-17 10.253477460374 3.978596572512 Ge2-
1.565861739294405e-17 5.274199542424 1.3712728288720002 Ge2-
-1.565861739294405e-17 7.2762954575759995 3.486883171128 Ge2-
",Yes,10,10,Correct
Fe3+,As3-,FeAs,"As3- Fe3+
1.0
3.468962 0.0 0.0
0.0 5.315718 0.0
0.0 0.0 5.824986
As Fe
4 4
Cartesian
2.6017215 4.251633517914 3.4278469863780003 As3-
0.8672405 3.7219434820860005 0.515353986378 As3-
0.8672405 1.064084482086 2.3971390136219997 As3-
2.6017215 1.5937745179140002 5.309632013622 As3-
2.6017215 2.6528462779260003 1.761365091666 Fe3+
2.6017215 5.310705277926 1.151127908334 Fe3+
0.8672405 2.662871722074 4.063620908334 Fe3+
0.8672405 0.005012722074 4.673858091666 Fe3+
",0.008912765411149907,CoAs,"As3- Co3+
1.0
3.468962 0.0 0.0
0.0 5.315718 0.0
0.0 0.0 5.824986
As Co
4 4
Cartesian
2.6017215 4.251633517914 3.4278469863780003 As3-
0.8672405 3.7219434820860005 0.515353986378 As3-
0.8672405 1.064084482086 2.3971390136219997 As3-
2.6017215 1.5937745179140002 5.309632013622 As3-
2.6017215 2.6528462779260003 1.761365091666 Co3+
2.6017215 5.310705277926 1.151127908334 Co3+
0.8672405 2.662871722074 4.063620908334 Co3+
0.8672405 0.005012722074 4.673858091666 Co3+
",Yes,6,6,Correct
Fe2+,Se2-,FeSe,"Fe2+ Se2-
1.0
3.679334 0.0 0.0
0.0 3.679334 0.0
0.0 0.0 5.645724
Fe Se
2 2
Cartesian
0.0 0.0 0.0 Fe2+
1.839667 1.839667 0.0 Fe2+
1.839667 0.0 4.246815215832001 Se2-
0.0 1.839667 1.3989087841680001 Se2-
",0.008912765411149907,CoSe,"Co2+ Se2-
1.0
3.679334 0.0 0.0
0.0 3.679334 0.0
0.0 0.0 5.645724
Co Se
2 2
Cartesian
0.0 0.0 0.0 Co2+
1.839667 1.839667 0.0 Co2+
1.839667 0.0 4.246815215832001 Se2-
0.0 1.839667 1.3989087841680001 Se2-
",Yes,4,4,Correct
Fe3+,Sb3-,FeSb,"Fe3+ Sb3-
1.0
1.937106 -3.355166 0.0
1.937106 3.355166 0.0
0.0 0.0 5.205907
Fe Sb
2 2
Cartesian
0.0 0.0 0.0 Fe3+
0.0 0.0 2.6029535 Fe3+
1.937106 1.1183909034440003 1.30147675 Sb3-
1.937106 -1.118390903444 3.90443025 Sb3-
",0.008912765411149907,CoSb,"Co3+ Sb3-
1.0
1.937106 -3.355166 0.0
1.937106 3.355166 0.0
0.0 0.0 5.205907
Co Sb
2 2
Cartesian
0.0 0.0 0.0 Co3+
0.0 0.0 2.6029535 Co3+
1.937106 1.1183909034440003 1.30147675 Sb3-
1.937106 -1.118390903444 3.90443025 Sb3-
",Yes,8,8,Correct
Fe2+,Te2-,FeTe,"Fe2+ Te2-
1.0
1.954606 -3.385476 0.0
1.954606 3.385476 0.0
0.0 0.0 5.303518
Fe Te
2 2
Cartesian
0.0 0.0 0.0 Fe2+
0.0 0.0 2.651759 Fe2+
1.954606 1.1284942569840002 1.3258795 Te2-
1.954606 -1.128494256984 3.9776385000000003 Te2-
",0.008912765411149907,CoTe,"Co2+ Te2-
1.0
1.954606 -3.385476 0.0
1.954606 3.385476 0.0
0.0 0.0 5.303518
Co Te
2 2
Cartesian
0.0 0.0 0.0 Co2+
0.0 0.0 2.651759 Co2+
1.954606 1.1284942569840002 1.3258795 Te2-
1.954606 -1.128494256984 3.9776385000000003 Te2-
",Yes,8,8,Correct
Co3+,N3-,CoN,"Co3+ N3-
1.0
0.0 2.115344 2.115344
2.115344 0.0 2.115344
2.115344 2.115344 0.0
Co N
1 1
Cartesian
0.0 0.0 0.0 Co3+
1.057672 1.057672 1.057672 N3-
",0.009044158207434818,FeN,"Fe3+ N3-
1.0
0.0 2.115344 2.115344
2.115344 0.0 2.115344
2.115344 2.115344 0.0
Fe N
1 1
Cartesian
0.0 0.0 0.0 Fe3+
1.057672 1.057672 1.057672 N3-
",Yes,4,4,Correct
